,seller_id,seller_city,seller_state,distinct_prod,distinct_categories,delivery_avg,review_avg,total_orders,total_income,avg_price_month
733,2122,sorocaba,SP,104,2,-16.17,3.78,104,5598.2,53.83
734,2551,porto seguro,BA,16,2,-12.38,3.62,16,1389.7,86.86
735,2311,sao carlos,SP,47,1,-9.3,4.17,47,2052.53,43.67
736,2345,salto,SP,124,2,-12.53,3.85,124,13272.48,107.04
737,1708,mesquita,RJ,53,2,-10.23,4.06,53,4232.54,79.86
738,1958,sorocaba,SP,78,2,-11.82,4.08,78,2780.29,35.64
739,1410,mineiros do tiete,SP,63,2,-12.24,4.54,63,1882.09,29.87
740,45,sao bento do sul,SC,14,1,-17.0,4.0,14,1938.77,138.48
741,2447,sando andre,SP,15,1,-8.07,4.47,15,1772.45,118.16
742,1396,campinas,SP,46,3,-8.75,4.35,46,1338.8899999999999,29.11
743,937,portoferreira,SP,5,3,-44.0,1.0,5,465.0,93.0
744,36,botucatu,SP,44,2,-8.55,4.55,44,6389.0,145.2
745,2649,sao paulo,SP,124,10,-9.95,4.23,124,7463.12,60.19
746,151,sao paulo,SP,183,13,-10.54,3.91,183,11975.2,65.44
747,564,sao paulo,SP,14,3,-9.79,4.36,14,620.6,44.33
748,230,osasco,SP,23,1,-11.41,4.22,23,3829.77,166.51
749,2231,sao paulo,SP,2,2,-9.0,5.0,2,309.8,154.9
750,2926,sao paulo,SP,9,4,-12.89,4.33,9,8178.0,908.67
751,2022,carapicuiba,SP,3,1,-8.67,5.0,3,105.97,35.32
752,2506,sao paulo,SP,208,7,-12.93,4.15,208,52277.19,251.33
753,1938,sao paulo,SP,1,1,-17.0,5.0,1,130.0,130.0
754,1605,sao paulo,SP,89,1,-14.88,3.21,89,11832.22,132.95
755,710,sao paulo,SP,185,1,-9.11,3.37,185,6364.2300000000005,34.4
756,1228,alvorada,RS,7,2,-7.14,4.0,7,464.0,66.29
757,291,varzea paulista,SP,37,3,-5.89,4.65,37,761.51,20.58
758,707,jaragua do sul,SC,10,2,-12.56,4.0,10,968.8000000000001,96.88
759,2081,sao paulo,SP,78,3,-10.74,4.5,78,8032.0,102.97
760,2515,sao paulo,SP,9,1,-26.5,2.0,9,14391.0,1599.0
761,1466,sao paulo,SP,6,2,-4.83,4.33,6,452.5,75.42
762,2666,belo horizonte,MG,115,8,-15.19,3.73,115,11156.5,97.01
763,1601,curitiba,PR,109,7,-13.03,4.22,109,3563.89,32.7
764,19,uruacu,GO,12,1,-12.5,4.33,12,1628.79,135.73
765,721,sorocaba,SP,11,7,-9.0,4.0,11,1044.89,94.99
766,824,sao paulo,SP,6,1,-15.0,2.5,6,1680.1,280.02
767,150,sao roque,SP,31,2,-12.07,4.58,31,2388.3,77.04
768,975,conchal,SP,14,2,-14.43,4.36,14,2705.1,193.22
769,1072,navegantes,SC,66,2,-10.88,4.42,66,6439.96,97.58
770,906,carapicuiba,SP,48,2,-10.85,4.29,48,4819.76,100.41
771,168,betim,MG,94,2,-9.42,4.29,94,11220.99,119.37
772,549,belo horizonte,MG,19,1,-14.2,3.05,19,4430.84,233.2
773,69,alfenas,MG,65,3,-13.89,4.02,65,5567.75,85.66
774,942,sao jose dos campos,SP,6,2,-20.17,3.67,6,384.15999999999997,64.03
775,244,garuva,SC,6,2,-10.5,4.33,6,308.96,51.49
776,2828,ibitinga,SP,35,1,-8.71,3.54,35,6467.5,184.79
777,2574,divinopolis,MG,3,1,-9.67,4.67,3,709.0,236.33
778,1408,sao paulo,SP,93,2,-9.24,4.54,93,7916.9800000000005,85.13
779,3089,campinas,SP,20,6,-12.5,2.1,20,1426.3,71.32
780,872,sao paulo,SP,5,3,-6.0,3.8,5,1539.5,307.9
781,1145,santana de parnaiba,SP,12,1,-9.08,4.17,12,3761.9399999999996,313.49
782,1921,santa rita do sapucai,MG,22,2,-14.77,4.23,22,1912.6000000000001,86.94
783,1046,rio de janeiro,RJ,9,1,-4.67,4.89,9,1055.3,117.26
784,473,belo horizonte,MG,113,6,-11.09,4.29,113,6673.04,59.05
785,1315,curitiba,PR,58,6,-14.73,4.05,58,8620.89,148.64
786,84,porto alegre,RS,98,6,-11.06,3.86,98,23171.7,236.45
787,730,sao paulo,SP,47,6,-9.2,4.0,47,3600.71,76.61
788,1880,sao paulo,SP,52,2,-9.12,4.52,52,1640.38,31.55
789,43,maua,SP,9,1,-10.67,4.11,9,1078.41,119.82
790,1037,curitiba,PR,4,1,-7.0,3.25,4,1362.8,340.7
791,903,sao paulo,SP,68,6,-9.25,3.84,68,3220.52,47.36
792,242,sao jose do rio preto,SP,6,1,-17.83,4.33,6,809.0,134.83
793,1803,viamao,RS,76,3,-12.04,4.29,76,16855.280000000002,221.78
794,1438,mogi guacu,SP,6,2,-11.0,3.83,6,207.67000000000002,34.61
795,2042,nilopolis,RJ,26,1,-12.92,3.92,26,3390.0,130.38
796,2801,indaiatuba,SP,25,1,-14.92,3.88,25,3181.3,127.25
797,668,cerqueira cesar,SP,19,1,-17.82,4.16,19,1816.8,95.62
798,165,santos,SP,141,4,-11.53,4.22,141,9421.5,67.08
799,751,itapecerica da serra,SP,45,2,-9.69,4.2,45,4153.7,92.3
800,1257,maringa,PR,87,2,-14.03,4.31,87,6341.6,72.89
801,2053,sao paulo,SP,13,3,-5.54,4.77,13,728.28,56.02
802,413,cafelandia,SP,35,1,-13.77,4.09,35,3819.9700000000003,109.14
803,1968,cafelandia,SP,7,1,-16.29,4.14,7,569.4,81.34
804,2525,sao paulo,SP,111,8,-8.77,4.05,111,4492.54,40.47
805,2657,cachoeirinha,RS,60,3,-12.15,4.08,60,19488.2,324.8
806,836,sorocaba,SP,62,13,-11.53,4.06,62,4877.21,78.66
807,497,jaragua do sul,SC,31,3,-14.16,4.0,31,1618.79,52.22
808,1507,catanduva,SP,5,2,-8.4,4.4,5,1016.6800000000001,203.34
809,1767,salto,SP,88,1,-12.52,4.15,88,28817.33,327.47
810,1366,s jose do rio preto,SP,112,2,-12.77,3.78,112,11983.28,106.99
811,2484,curitiba,PR,196,2,-16.01,4.29,196,75444.42,384.92
812,2981,carapicuiba,SP,55,2,-10.47,4.29,55,5223.82,94.98
813,2094,maua,SP,4,1,-7.5,5.0,4,229.6,57.4
814,2376,paulinia,SP,9,3,-16.33,3.78,9,4346.4,482.93
815,803,brasilia,DF,60,6,-15.81,4.2,60,3071.87,51.2
816,2517,votorantim,SP,202,1,-12.29,4.0,202,13824.34,68.44
817,1164,marilia,SP,4,1,-10.5,4.0,4,783.96,195.99
818,1816,sao paulo,SP,2,1,-9.0,3.0,2,784.9,392.45
819,159,tres coracoes,MG,43,3,-13.95,3.91,43,5594.15,130.1
820,580,sao paulo,SP,39,2,-7.44,4.56,39,2757.09,70.69
821,2433,itaquaquecetuba,SP,89,1,-10.11,4.09,89,12558.2,141.1
822,1468,diadema,SP,26,1,-10.27,4.42,26,2217.39,85.28
823,1742,araguari,MG,129,2,-15.93,3.95,129,7848.82,60.84
824,216,montenegro,RS,140,3,-14.9,4.53,140,27886.0,199.19
825,1922,joinville,SC,86,2,-15.29,4.5,86,18362.11,213.51
826,2487,sao paulo,SP,57,3,-12.23,3.72,57,2666.56,46.78
827,118,osasco,SP,27,1,-7.85,3.81,27,1215.79,45.03
828,2715,guarulhos,SP,10,4,-15.7,4.5,10,472.46000000000004,47.25
829,1105,assis,SP,12,1,-12.5,3.67,12,1886.1000000000001,157.17
830,796,caxias do sul,RS,21,2,-7.1,4.81,21,3646.7,173.65
831,468,sao paulo,SP,32,1,-13.5,3.94,32,3800.58,118.77
832,2941,pinhalzinho,SC,2,2,-8.5,5.0,2,178.8,89.4
833,259,guaira,PR,1,1,-14.0,5.0,1,73.99,73.99
834,2220,sao paulo,SP,6,3,-12.0,3.33,6,450.58000000000004,75.1
835,2189,santo andre,SP,85,1,-8.36,4.51,85,5679.5,66.82
836,1084,contagem,MG,42,5,-8.4,4.52,42,3633.4,86.51
837,835,cordeiropolis,SP,4,3,-15.25,4.5,4,129.46,32.36
838,885,ibitinga,SP,21,2,-9.19,3.9,21,2546.9,121.28
839,1088,uberlandia,MG,137,4,-12.48,3.94,137,28626.5,208.95
840,679,sao paulo,SP,26,1,-15.48,3.85,26,1692.59,65.1
841,2412,joinville,SC,4,1,-6.0,2.25,4,97.6,24.4
842,2858,franca,SP,112,3,-12.86,4.15,112,7358.19,65.7
843,1137,patos de minas,MG,163,2,-10.88,4.45,163,15000.900000000001,92.03
844,521,belo horizonte,MG,3,2,-4.67,3.67,3,858.0,286.0
845,348,sao paulo,SP,18,5,-9.17,4.28,18,576.03,32.0
846,1238,eunapolis,BA,14,1,-10.21,4.5,14,1486.8,106.2
847,2165,sao paulo,SP,24,4,-5.43,4.5,24,3198.7000000000003,133.28
848,175,contagem,MG,33,1,-9.15,4.52,33,3176.7000000000003,96.26
849,2952,piracicaba,SP,210,8,-12.72,3.9,210,22777.47,108.46
850,522,buritama,SP,15,1,-10.67,4.6,15,2575.9,171.73
851,1264,curitiba,PR,23,3,-12.86,3.96,23,5884.0,255.83
852,2196,hortolandia,SP,1,1,-2.0,5.0,1,299.0,299.0
853,2089,jaguariuna,SP,7,2,-9.33,3.71,7,349.9,49.99
854,2469,santa rita do sapucai,MG,70,3,-12.71,4.21,70,9542.1,136.32
855,594,lages,SC,39,1,-11.21,4.26,39,9143.0,234.44
856,3005,sao paulo,SP,21,3,-15.4,4.29,21,15731.43,749.12
857,1009,cascavel,PR,113,6,-10.86,3.99,113,13636.6,120.68
858,1500,curitiba,PR,12,2,-11.42,4.25,12,1638.99,136.58
859,2775,guarulhos,SP,46,2,-9.47,4.3,46,1400.3999999999999,30.44
860,1713,sumare,SP,9,1,-5.62,3.89,9,672.7,74.74
861,817,votuporanga,SP,98,2,-16.68,3.84,98,14005.6,142.91
862,249,muqui,ES,26,11,-15.54,4.12,26,4353.9,167.46
863,2563,santo andre,SP,12,1,-6.0,4.92,12,1146.88,95.57
864,226,sao paulo,SP,21,3,-9.43,3.71,21,2570.0,122.38
865,2693,cascavel,PR,26,1,-12.73,3.85,26,2870.1800000000003,110.39
866,542,curitiba,PR,5,1,-15.75,2.6,5,845.89,169.18
867,1032,florianopolis,SC,19,1,-15.53,4.32,19,3281.66,172.72
868,1433,sao paulo,SP,7,3,-4.0,5.0,7,550.04,78.58
869,2073,canoas,RS,105,4,-9.7,4.58,105,12695.84,120.91
870,2107,laranjal paulista,SP,6,1,-15.5,3.67,6,543.54,90.59
871,1878,fazenda rio grande,PR,45,6,-12.05,4.2,45,4873.84,108.31
872,1179,campinas,SP,35,2,-5.6,4.71,35,15909.4,454.55
873,2485,curitiba,SP,72,1,-16.04,4.38,72,2757.6,38.3
874,2619,apucarana,PR,10,1,-12.0,4.8,10,599.0,59.9
875,1119,presidente prudente,SP,14,2,-7.71,4.36,14,1804.6000000000001,128.9
876,873,formiga,MG,14,2,-16.54,3.93,14,3002.7,214.48
877,156,ponta grossa,PR,5,3,-8.8,5.0,5,479.5,95.9
878,905,sao paulo,SP,344,2,-12.87,3.76,344,14504.47,42.16
879,2802,brasilia,DF,14,4,-8.93,4.71,14,743.0,53.07
880,3069,nova friburgo,RJ,10,1,-13.6,4.6,10,2840.0,284.0
881,826,presidente prudente,SP,45,3,-12.95,4.09,45,3905.7000000000003,86.79
882,1220,ribeirao preto,SP,26,4,-11.27,4.19,26,1389.34,53.44
883,1470,brasilia,DF,18,4,-9.89,4.78,18,3736.99,207.61
884,491,belo horizonte,MG,54,12,-23.8,3.0,54,2613.1,48.39
885,702,sao paulo,SP,103,6,-10.09,3.89,103,5608.21,54.45
886,203,sao joao de meriti,RJ,10,2,-11.8,4.3,10,829.6,82.96
887,1868,sao paulo,SP,86,5,-7.54,3.73,86,4099.62,47.67
888,2397,sao paulo,SP,60,4,-10.42,4.38,60,14169.28,236.15
889,121,sao paulo,SP,5,1,-14.25,3.4,5,329.5,65.9
890,561,sao paulo,SP,11,1,-7.0,4.91,11,337.9,30.72
891,2105,araraquara,SP,22,2,-8.59,3.77,22,1458.63,66.3
892,656,rio de janeiro,RJ,52,9,-8.92,4.31,52,4826.84,92.82
893,1970,osasco,SP,16,2,-8.75,4.75,16,3286.69,205.42
894,1053,sao paulo,SP,22,1,-8.32,4.41,22,6630.09,301.37
895,670,sao paulo,SP,17,3,-11.24,3.94,17,1681.69,98.92
896,2991,ibitinga,SP,74,2,-10.49,3.82,74,2787.4,37.67
897,247,sao paulo,SP,33,2,-10.09,3.91,33,2561.5,77.62
898,1690,sao paulo,SP,188,2,-9.22,3.82,188,6838.93,36.38
899,2503,curitiba,PR,21,4,-9.67,4.52,21,4994.8,237.85
900,246,monte siao,MG,308,5,-14.35,4.31,308,31408.7,101.98
901,2849,armacao dos buzios,RJ,3,2,-9.0,2.67,3,247.8,82.6
902,2705,curitiba,PR,30,2,-18.28,3.47,30,5325.2,177.51
903,272,guarulhos,SP,35,3,-9.83,4.63,35,2833.2200000000003,80.95
904,1563,criciuma,SC,20,1,-23.8,3.8,20,3919.8,195.99
905,1411,limeira,SP,117,2,-10.73,4.31,117,20544.88,175.6
906,2844,sao paulo,SP,6,1,-11.5,4.33,6,838.1,139.68
907,551,sao paulo,SP,140,3,-12.3,4.05,140,14202.41,101.45
908,2243,sao paulo,SP,46,4,-8.39,2.76,46,1287.6,27.99
909,1062,sao jose do rio preto,SP,35,4,-13.09,4.14,35,5559.95,158.86
910,2778,rio claro,SP,12,1,-13.5,3.08,12,1678.8000000000002,139.9
911,2684,recife,PE,384,2,-12.69,4.16,384,56125.700000000004,146.16
912,1091,maringa,PR,11,4,-7.55,4.64,11,946.5,86.05
913,700,sao paulo,SP,63,1,-10.67,4.05,63,3138.7,49.82
914,1980,sao jose do rio preto,SP,18,2,-10.06,4.11,18,2597.0,144.28
915,1714,blumenau,SC,120,8,-11.2,4.3,120,5449.67,45.41
916,2787,santo andre,SP,64,2,-10.38,3.14,64,3508.92,54.83
917,2535,mogi guacu,SP,43,3,-9.62,4.56,43,13170.87,306.3
918,2408,maringa,PR,8,1,-8.0,4.38,8,322.3,40.29
919,1333,maringa,PR,24,2,-20.21,4.25,24,387.77,16.16
920,2404,concordia,SC,26,5,-7.58,4.0,26,3654.0,140.54
921,469,belo horizonte,MG,48,6,-10.98,3.83,48,3567.9,74.33
922,2823,sao paulo,SP,3,2,-9.5,2.67,3,318.8,106.27
923,2732,sao paulo,SP,3,1,-11.33,4.33,3,1282.05,427.35
924,1505,sao caetano do sul,SP,6,1,-13.0,4.67,6,1148.88,191.48
925,676,salvador,BA,1,1,-7.0,5.0,1,145.9,145.9
926,398,sp,SP,22,4,-15.0,3.86,22,2981.5,135.52
927,340,jaguaruna,SC,45,1,-13.56,3.73,45,2632.9,58.51
928,107,barueri,SP,6,2,-13.5,3.17,6,7265.59,1210.93
929,313,maringa,PR,8,4,-8.12,4.62,8,308.9,38.61
930,1355,rio de janeiro,RJ,14,1,-9.5,4.43,14,2654.8,189.63
931,863,blumenau,SC,34,2,-18.18,4.21,34,5560.9,163.56
932,1184,sao paulo,SP,17,1,-12.47,3.71,17,13585.16,799.13
933,2169,caxias do sul,RS,20,1,-7.8,4.6,20,11395.05,569.75
934,1564,sao paulo,SP,23,1,-12.39,3.87,23,3656.8,158.99
935,2524,sao paulo,SP,19,3,-14.05,4.0,19,1384.1000000000001,72.85
936,584,araras,SP,30,2,-8.1,4.23,30,4583.0,152.77
937,2228,rio de janeiro,RJ,8,5,-12.75,4.25,8,801.89,100.24
938,2272,brasilia,DF,91,5,-13.48,4.21,91,7534.56,82.8
939,1199,sao paulo,SP,54,2,-13.56,4.19,54,9046.0,167.52
940,688,osasco,SP,24,6,-11.43,4.21,24,2463.52,102.65
941,505,sao paulo,SP,7,2,-13.43,4.14,7,843.1,120.44
942,1987,salvador,BA,42,1,-12.83,4.64,42,5522.05,131.48
943,415,caxias do sul,RS,11,2,-13.09,4.09,11,649.53,59.05
944,1171,sao paulo,SP,29,4,-14.0,4.45,29,3677.2,126.8
945,1293,nova iguacu,RJ,22,1,-8.59,4.55,22,2075.0,94.32
946,56,sao paulo,SP,10,2,-18.25,3.2,10,1055.0,105.5
947,2723,curitiba,PR,14,2,-8.29,4.5,14,1474.1100000000001,105.29
948,322,sao paulo,SP,88,5,-12.51,4.58,88,5089.13,57.83
949,1651,pocos de caldas,MG,69,2,-15.62,4.13,69,3518.58,50.99
950,1623,rio de janeiro,RJ,33,2,-8.09,3.55,33,2219.7000000000003,67.26
951,2217,sao jose dos pinhais,PR,39,2,-7.82,4.13,39,4449.0,114.08
952,1489,sao paulo,SP,1,1,-17.0,5.0,1,60.99,60.99
953,1301,sao paulo,SP,12,2,-5.25,4.83,12,407.0,33.92
954,2804,novo horizonte,SP,32,1,-10.1,4.22,32,6190.22,193.44
955,2692,loanda,PR,39,2,-18.51,3.54,39,4460.18,114.36
956,1321,presidente prudente,SP,134,2,-12.18,4.39,134,9020.0,67.31
957,1125,campo do meio,MG,17,1,-9.59,4.35,17,3148.0,185.18
958,2426,sao paulo,SP,7,2,-11.14,4.71,7,335.0,47.86
959,77,sao paulo - sp,SP,73,3,-11.1,3.73,73,4797.1,65.71
960,2529,caxias do sul,RS,12,3,-12.09,4.0,12,3021.6600000000003,251.8
961,2216,parana,PR,2,1,-7.5,4.0,2,175.0,87.5
962,1441,campinas,SP,2,1,-2.0,5.0,2,218.0,109.0
963,2557,divinopolis,MG,32,3,-14.47,3.88,32,4652.85,145.4
964,2152,sao jose do rio preto,SP,73,1,-12.55,4.42,73,13070.0,179.04
965,1298,brasilia,DF,28,6,-12.61,4.64,28,10397.78,371.35
966,2497,jaragua do sul,SC,68,8,-15.36,4.22,68,16309.83,239.85
967,627,congonhas,MG,41,1,-12.59,4.32,41,13082.32,319.08
968,871,sao paulo,SP,5,1,-5.8,4.8,5,365.0,73.0
969,1362,canoinhas,SC,157,1,-13.91,4.28,157,7841.0,49.94
970,2502,cotia,SP,24,1,-8.05,4.67,24,365.1,15.21
971,2752,diadema,SP,24,2,-9.5,4.29,24,2400.0,100.0
972,345,rio de janeiro,RJ,5,1,-11.0,3.2,5,1148.0,229.6
973,1603,marilia,SP,25,4,-12.12,3.6,25,2771.28,110.85
974,2300,sao jose dos pinhais,PR,19,3,-8.84,4.37,19,1692.1000000000001,89.06
975,3044,guarulhos,SP,74,11,-10.2,3.81,74,8229.43,111.21
976,2400,sao paulo,SP,4,2,-10.75,3.75,4,421.8,105.45
977,633,araraquara,SP,43,2,-13.79,4.44,43,1524.7,35.46
978,2301,sao paulo,SP,43,2,-10.56,4.42,43,3956.5,92.01
979,2495,mirassol,SP,18,4,-8.5,3.94,18,1118.6000000000001,62.14
980,1162,ribeirao preto,SP,14,1,-6.21,4.07,14,671.76,47.98
981,1844,araraquara,SP,33,2,-11.33,4.06,33,2982.67,90.38
982,2148,araguari,MG,59,2,-19.31,4.05,59,5167.81,87.59
983,5,ibitinga,SP,206,1,-14.29,4.1,206,25152.33,122.04
984,1836,sao paulo,SP,102,5,-8.36,4.0,102,5261.650000000001,51.58
985,714,campinas,SP,5,1,-13.25,3.8,5,402.6,80.52
986,1928,sao paulo,SP,2,1,-8.0,3.5,2,184.8,92.4
987,1496,bauru,SP,2,1,,1.0,2,538.0,269.0
988,2026,flores da cunha,RS,6,2,-10.33,4.83,6,802.9,133.82
989,3012,sao paulo,SP,9,5,-6.67,4.78,9,519.2,57.69
990,389,itu,SP,8,2,-8.62,4.25,8,525.4,65.68
991,162,porto alegre,RS,8,1,-25.12,2.75,8,696.26,87.03
992,587,sao paulo,SP,29,1,-16.71,4.31,29,2474.3,85.32
993,2910,sao paulo,SP,31,1,-15.1,3.65,31,6527.0,210.55
994,2654,fortaleza,CE,16,1,-12.25,4.38,16,6384.0,399.0
995,1139,atibaia,SP,98,4,-13.02,4.05,98,6765.59,69.04
996,133,curitiba,PR,2,1,-7.0,5.0,2,158.88,79.44
997,486,curitiba,PR,8,1,-6.75,5.0,8,834.97,104.37
998,2921,cachoeirinha,RS,9,1,-9.78,4.89,9,1187.0,131.89
999,543,sinop,MT,56,1,-14.54,4.38,56,7927.5,141.56
1000,1368,sao paulo,SP,243,10,-10.15,3.52,243,10427.7,42.91
1001,612,blumenau,SC,6,3,-13.33,4.83,6,507.40000000000003,84.57
1002,1361,sao paulo,SP,85,1,-20.8,3.53,85,7784.129999999999,91.58
1003,2124,ribeirao preto,SP,59,2,-19.47,3.58,59,4192.69,71.06
1004,1552,franca,SP,176,2,-15.6,4.15,176,27539.53,156.47
1005,625,franca,SP,4,1,-8.25,4.75,4,414.9,103.72
1006,2338,sao paulo,SP,9,1,-15.56,3.56,9,373.90999999999997,41.55
1007,1538,barra velha,SC,7,1,-8.29,4.57,7,360.15000000000003,51.45
1008,2583,curitiba,PR,28,2,-9.93,4.36,28,7198.8,257.1
1009,2117,campinas,SP,12,2,-23.67,3.08,12,614.0,51.17
1010,1058,sao paulo,SP,2,1,-6.0,5.0,2,125.25,62.62
1011,274,anapolis,GO,11,1,-18.45,4.55,11,1993.99,181.27
1012,3074,santo andre,SP,97,3,-9.42,4.29,97,12169.5,125.46
1013,2248,rio de janeiro,RJ,11,3,-11.7,4.18,11,3190.1,290.01
1014,1969,sao paulo,SP,2,1,-8.0,4.0,2,52.79,26.4
1015,2642,brusque,SC,8,1,-9.75,3.62,8,764.0,95.5
1016,1691,curitiba,PR,6,3,-27.17,3.17,6,739.85,123.31
1017,1262,sao paulo,SP,19,2,-5.95,4.11,19,8167.9,429.89
1018,1597,sao paulo,SP,29,4,-16.28,3.48,29,19187.42,661.64
1019,1786,sao paulo,SP,78,1,-10.68,4.27,78,6212.46,79.65
1020,1013,santo andre,SP,118,1,-11.48,3.54,118,10939.83,92.71
1021,1352,sao paulo,SP,13,2,-28.4,1.92,13,484.5,37.27
1022,260,ribeirao preto,SP,16,3,-7.44,4.31,16,2085.15,130.32
1023,1177,osasco,SP,79,3,-17.76,3.89,79,15570.3,197.09
1024,2149,limeira,SP,17,1,-13.65,3.76,17,1504.0,88.47
1025,187,presidente prudente,SP,35,2,-13.6,4.4,35,2162.8,61.79
1026,961,santo andre,SP,6,1,-12.67,4.0,6,171.76999999999998,28.63
1027,999,pinhais,PR,7,1,-11.57,3.29,7,5657.3,808.19
1028,2170,sao paulo,SP,184,1,-9.83,4.03,184,7106.68,38.62
1029,1187,itu,SP,11,1,-13.18,3.91,11,286.5,26.05
1030,604,maringa,PR,42,3,-14.02,4.21,42,3905.05,92.98
1031,2242,belo horizonte,MG,9,1,-13.56,3.78,9,1679.55,186.62
1032,227,sao paulo,SP,58,7,-6.34,3.98,58,1125.56,19.41
1033,59,itajobi,SP,22,4,-29.9,3.36,22,9983.1,453.78
1034,1142,assis,SP,32,6,-9.94,3.94,32,3654.6,114.21
1035,40,sao jose dos campos,SP,2,1,-20.0,3.5,2,467.0,233.5
1036,218,bento goncalves,RS,17,2,-14.12,3.94,17,2334.0,137.29
1037,708,gama,DF,34,1,-13.44,3.94,34,9760.6,287.08
1038,2554,aperibe,RJ,19,1,-13.06,4.32,19,1540.34,81.07
1039,217,praia grande,SP,4,3,-12.75,4.25,4,314.96,78.74
1040,214,atibaia,SP,19,1,-13.35,4.74,19,1394.98,73.42
1041,1258,curitiba,PR,27,1,-5.59,4.7,27,1244.0,46.07
1042,1608,araraquara,SP,67,2,-14.22,4.52,67,40656.5,606.81
1043,515,tubarao,SC,17,3,-12.41,4.18,17,2304.0,135.53
1044,2509,guaruja,SP,42,2,-23.45,3.76,42,7458.030000000001,177.57
1045,652,sao paulo,SP,3,1,,1.0,3,204.93,68.31
1046,1947,ferraz de vasconcelos,SP,8,1,-16.88,1.5,8,1547.97,193.5
1047,188,batatais,SP,27,2,-10.37,4.63,27,871.46,32.28
1048,425,mogi das cruzes,SP,34,1,-15.82,3.85,34,3220.0,94.71
1049,671,bauru,SP,10,4,-8.9,4.1,10,523.3,52.33
1050,2291,piracicaba,SP,15,3,-15.93,3.73,15,629.85,41.99
1051,1296,curitiba,PR,90,1,-11.11,4.03,90,6305.0,70.06
1052,1414,guarulhos,SP,31,2,-10.45,4.13,31,11798.69,380.6
1053,2572,pompeia,SP,26,1,-13.0,4.23,26,7790.0,299.62
1054,484,sao paulo,SP,15,2,-8.07,4.67,15,470.0,31.33
1055,1263,ipatinga,MG,21,1,-9.67,4.57,21,7029.0,334.71
1056,2878,lages,SC,88,3,-11.92,4.4,88,45802.84,520.49
1057,786,guaruja,SP,8,1,-6.12,5.0,8,677.4,84.68
1058,1780,curitiba,PR,29,1,-7.89,4.41,29,5567.25,191.97
1059,1041,sao joao del rei,MG,42,1,-13.9,4.5,42,4102.0,97.67
1060,2648,jaguariuna,SP,1,1,-4.0,5.0,1,109.0,109.0
1061,898,divinopolis,MG,1,1,-12.0,5.0,1,109.9,109.9
1062,417,dois corregos,SP,29,1,-12.66,3.97,29,3007.0,103.69
1063,697,ibitinga,SP,28,1,-14.89,3.93,28,2866.73,102.38
1064,461,sao paulo,SP,19,3,-14.68,3.74,19,9344.4,491.81
1065,545,sao paulo,SP,29,1,-10.48,4.28,29,3926.0,135.38
1066,3020,sao jose dos pinhais,SP,8,1,-9.75,4.12,8,2087.0,260.88
1067,1619,florianopolis,SC,42,1,-15.71,4.36,42,5363.01,127.69
1068,99,belo horizonte,MG,132,5,-9.71,4.5,132,5788.56,43.85
1069,2840,embu guacu,SP,27,5,-11.0,3.89,27,571.5999999999999,21.17
1070,365,sao paulo,SP,76,1,-12.0,4.32,76,3724.36,49.0
1071,2890,aracatuba,SP,58,1,-10.7,4.17,58,2764.7400000000002,47.67
1072,787,sao bernardo do campo,SP,37,1,-8.27,4.24,37,627.3,16.95
1073,1077,caxias do sul,RS,15,2,-14.87,4.13,15,9951.4,663.43
1074,1169,viana,ES,1,1,-15.0,5.0,1,98.0,98.0
1075,1476,sao paulo,SP,25,3,-12.74,3.64,25,8321.119999999999,332.84
1076,1389,monte alto,SP,6,1,-31.67,3.33,6,1499.94,249.99
1077,725,sao paulo,SP,10,1,-10.0,3.9,10,928.9100000000001,92.89
1078,1864,jaguariuna,SP,60,3,-13.57,4.27,60,3576.4,59.61
1079,325,sao paulo,SP,224,2,-11.79,4.19,224,9670.619999999999,43.17
1080,276,ribeirao pires,SP,19,1,-8.37,4.32,19,404.46999999999997,21.29
1081,1981,barueri,SP,9,2,-9.88,2.56,9,1359.78,151.09
1082,1188,rio de janeiro,RJ,2,1,-8.5,5.0,2,229.0,114.5
1083,2629,sao paulo,SP,13,1,-19.23,3.15,13,722.5,55.58
1084,2101,toledo,PR,9,4,-9.44,4.11,9,429.90999999999997,47.77
1085,163,uberlandia,MG,54,3,-15.39,4.17,54,4263.6,78.96
1086,2564,sao paulo,SP,6,1,-13.67,1.67,6,65.15,10.86
1087,1561,campinas,SP,10,3,-8.0,4.2,10,1050.3,105.03
1088,1851,rio verde,GO,18,7,-15.72,3.11,18,4278.75,237.71
1089,2617,sao paulo,SP,22,4,-11.68,4.23,22,772.16,35.1
1090,672,sao paulo,SP,14,4,-10.14,4.07,14,668.14,47.72
1091,443,praia grande,SP,18,1,-9.44,4.0,18,1349.5,74.97
1092,737,sao paulo,SP,7,4,-13.57,4.14,7,208.0,29.71
1093,957,santos,SP,23,2,-14.5,3.57,23,1029.3200000000002,44.75
1094,57,belo horizonte,MG,100,3,-11.81,4.49,100,3716.45,37.16
1095,502,rio de janeiro,RJ,11,3,-10.55,3.18,11,676.9,61.54
1096,1769,mogi guacu,SP,4,2,-5.67,4.0,4,157.96,39.49
1097,994,sao paulo,SP,2,1,-20.5,4.5,2,969.98,484.99
1098,1889,indaiatuba,SP,34,7,-15.15,4.35,34,6211.66,182.7
1099,2581,sao paulo,SP,37,1,-13.11,3.84,37,4544.4,122.82
