review_comment_message,review_score
chegou e est  tudo ok ,5
s  estou esperando minha da capa de celular  acredito que foi s  um mau entendido ,5
maior do que eu esperava  gostei  por m n o vai da para minha cozinha  muito grande  ,3
entrega ocorreu antes do prazo previsto   produto de alta qualidade  o mouse   um pouco grande mas atende as minhas expectativas  o fone   confort vel e veda bem sons externos ,5
mesma qualidade de oticas que cobram do dobro a   x mais por modelos equivalentes  verde azulado  com astes de cor s lida e frente um pouco transl cida  ,4
obs o frete deveria ser gratuito pelo pre o total que paguei compraria uns    pacotes de papel de     fl aqui em salvador ,3
muito bom ,5
gostei muito do produto   chegou bem antes so prazo ,5
eu realizei a compra de   unidades e s  chegaram   unidades na minha resid ncia  por m  no meu cart o foi cobrado o valor referente as   unidades  ningu m resolve o problema  n o recomendo   ,1
produto excelente entregue bem antes do prazo estipulado,5
fiz o seguinte pedido  carregador qi sem fio base premium samsung stand wireless    chegou esse  baseus fino qi carregador sem fio  ,1
muito bom  ,5
amo as lojas lannister   at  o presente momento n o tenho o que reclamar  o produto muito bom e bonito,5
muito bom  gostei do produto  ,4
a loja poderia especificar que a entrega seria feita pelos correios e nao pela pr pria loja  pois o frete esta caro e o tempo de entrega   longa ,3
produto com avarias e p ssima qualidade ,1
muito bom est  estante ela   bem refor ada eu comprei dia       e me entregaram dia       super r pido a entrega eu adorei estou super santifeita  ,5
lannister   legal  mas essa loja terceirizada tem um prazo de entrega de quase   m s  afff   ,3
bom,3
entrega r pida e produto muito bom ,4
acho as entregas desse site meio demoradas  mas vem td certinho       ,3
j  enviei um email sem resposta ao baratheon  recebi apenas um dos produtos da compra e o q recebi veio diferente da imagem do produto vendido no site e o mesmo tb veio com defeito  manchas   aguardo ,1
comprei o produto porem ouve uma devolu  o pois n o era o que eu queria  ai solicitei o cancelamento da compra ,3
chegou certinho como imaginei  adorei,5
recebi um produto falsificado da loja e estou extremamente insatisfeita com o servi o de voc s e com o atendimento ,1
um atraso do correio mas de serto   ,5
pq n o entregou,1
fant stico adorei o produto al m das expectativas  nata dez em todo o processo desde a compra at    entrega do produto recomendo sim    obrigado pela efici ncia isso faz confiar e comprar mais pelo si,5
eu tenho     m e o rel gio super cai bem em mim por ser pequeno  apesar dele ser descrito como feminino  n o vi nada que o caracterizasse assim  os looks ficam show de bola com ele ,4
chegou no prazo  por m acho que n tinha o que eu pedi e veio outro modelo  mas mesmo assim estou satisfeita ,5
o aparelho   bom  de f cil manuseio  ele s    chato para configurar  ainda n o regulei ele todo  mas o manual   de f cil compreens o  o interessante   que esse fornecedor testa antes de enviar ,4
recebi meus produtos em perfeito estado e antes do prazo    muito bom adooorei  ,5
muito bom de alta qualidade  superou minhas expectativas ,5
gostei foi rapido a entrega ,5
excelente neg cio,5
produtos entregues no prazo  avalia  o quanto   qualidade  somente com uso  sugiro repensarem a forma de empacotamento  sinceramente n o me agradou  produto muito exposto ,4
o cartucho  original hp    xl n o   reconhecido pela impressora  consequentemente n o funcionou  al m de ter chegado com atraso de mais de    dias do previsto  preciso que seja trocado  ,1
meu produto veio errado ,3
n o recebi minha encomenda   j  mostrou pelo rastreamento q j  foi entregue e at  hoje nada   ,1
  a segunda vez que compro nessa loja e chegou mto antes do prazo  mto bom mesmo obrigada ,5
produto  timo  chegou antes do tempo esperado ,5
n o recebi a fronha de travesseiro de corpo,1
s  foi entregue o beb  conforto  a base n o veio ,3
muito bom o produto minha sala ficou linda amei,5
superou as minhas expectativas  muito boa loja cumpriu com o combinado recomendo ,5
concerteza recomendo o produto chegou tudo certo e bem antes do prazo previsto satisfeito com o produto excelente atendimento  ,5
produto correspondeu   expectativa   entrega antes do prazo previsto ,4
 timo produto ,5
muito bom,5
creio q pela alta demanda de pedidos   o meu foi entregue um pouco atrasado   mas   compreens vel,5
n o usei a mascara ainda   quanto a compra e a entrega foi excelente   recomendo      ,5
chegou antes do prazo  achei que era maior e mais resistente mas ainda assim   bom ,5
o servi o pela internet que voc s oferecem e muito bom  s  discordo com o valor do frete  muito alto  eu ia comprar um tonner e umas canetas para cd  acabei desistindo  daqui pra frente  s  na loja ,5
produdo muito bom recomendo pra todos,5
entregou no prazo  produto de qualidade ,5
gostei do produto  s  n o   muito firme ,4
poderia ser sedex ao inv s de pac ,4
  ,5
otimo   ,5
bolsa de muita qualidade  tamanho perfeito  indico a todos,5
loja produto entregue com rapidez  processo  gil c  entrega antes do prazo previsto sem nenhum problema  produto de apar ncia  tima  vou instalar ainda  produto recomendado por confian a no fabricante,5
atendimento de primeira qualidade  vou continuar a ser cliente ,5
produto de qualidade e entrega num tempo h bil   ,5
produto  timo  recebi dentro do prazo estipulado ,4
so foi   intem luva e toca  falta colete t tico e n o tem c digo pra acompanha o intem  so informa que produto foi entregue ,1
excelente servi o  em tempo h bil e com uma com comunica  o excelente com o consumidor ,5
gostaria de saber sobre o meu produto pois j  passou prazo e eu n o recebe o produto ainda e j  estou pagando a segunda parcela sem sei estar com produto   ,3
recomendado ,5
  eu adoro comprar na lannister na loja americana porque atendimento   bom e as coisas sempre s o boas nunca tive problema com a loja americana,5
no site imagem de     capsulas recebi    capsulas,1
recebi o produto muito antes da data estimada para a entrega ,4
obrigado amei excelente produto chegou antes do dia marcado,5
recebi bem antes da data prevista  produto correto   super recomendo o site  ,5
chato e pagar o frete,2
s o placas de mdf  mas as cores s o vibrantes  pelo pre o   justo  muito bom  ,4
chegou bem antes do prazo  direitinho ,4
td certo,5
entrega antes do prazo ,5
nunca fiz uma compra pela lannister que demorasse tanto a receber  gostaria de saber o motivo  ,1
produto bonito com bom acabamento ,4
recebi os produtos no tempo certo e sem nenhuma burocracia ,5
o produto   muito diferente da foto  a cor   bem clara  escolhi o escuro para combinar com o resto da sala ,2
so n o vale entregador pedindo unzinho pro guaran    ,4
o produto chegou no prazo e foi o que comprei  excelente compra,5
o frete foi muito caro  n o valeu a pena  porque eu tive que retirar a mercadoria na ag ncia do correio ,2
bom produto  recomendo o vendedor  mais nada pra comentar do produto e do vendedor tamb m ,1
foi entregue muito bem embalado  o produto   bom  j  est  instalado  ,5
produto veio dentro de todas especifica  es   tima qualidade   por m a caixa veio rasgada e reembalada  me obrigando a abrir e testar o produto nos correios da cidade   ,3
excelente atendimento  ,5
produto veio certinho e a entrega foi super r pida  entregaram antes do prazo ,5
sempre bom comprar nas lojas lannister  confian a seguran a e certeza de receber o produto   o que as lojas lannister nos transmite ,5
entrega no prazo e eficiente,5
e muito r pida parab ns ,5
produto do paraguai,1
presta bom servi o ,5
por m n o recebi e muito menos membros da minha fam lia recebeu o produto  ,1
comprei produto da foto e recebi outro bem inferior  me sentindo enganada  sem respaldo para devolu ao ,1
um pedido com duas unidades mas duas entregas com uma unidade cada uma e pagamento de duas taxas  o produto ficou caro ,3
excelente produto   entrega super r pida   recomendo o vendedor ,5
gostei,5
o material chegou antes do prazo  bem embalado e conforme descrito pelo vendedor  muito bonito e f cil de instalar ,5
comprei umas ta as   vieram duas quebradas  estou aguardando para resolver o problema  ,1
s  que o produto veio com um nome o qual n o estava ciente ,3
meu irm o gostou muito do bon  ,4
a nf chegou informando dos dois jogos  por m chegou apenas um jogo  faltou o jogo branco  como proceder ,4
tudo perfeito como pedi ,5
bom dia  por favor pode me informar se vcs j  me enviaram meu pedido de volta  estou no aguardo  to precisando dessa mercadoria ,1
compra feita com sucesso   estou satisfeita  recebi o produto muito antes do previsto e foi exatamente o que estava no an ncio  parab ns   at  a pr xima compra  ,5
  ,5
tudo certo com a entrega    tudo certo com o produto  super recomendo    ,5
recomendo n o v o se arrepender ,5
olha talvez vcs precisem de um chat pois  muito dificil fazer troca site e tamb m por tel esperei mais de    minutos e desisti   nao gostei seus canais de comunica  o nao   eficiente  na compra sem pr,3
a loja   muito confi vel e atenciosa ,5
o produto chegou antes do prazo  por m o material   de p ssima qualidade  veio com fiapos  linhas soltando  e com defeitos  ,1
bom presente para uma crian a  com uma certa idade  ,4
bonitinho mas a parte que segura o lustre o suporte poderia melhorar,3
entrega r pida  no prazo  o bebedouro   muito bom ,4
venderam um produto que n o tinha no estoque  n o estornaram o dinheiro   a avalia  o   zero ,1
entregue antes do prazo e fiquei satisfeito com o produto,5
o manual veio todo em ingles outra coisa alguem mexeu na mercadoria no trafego talvez para testa lo ,3
bem embalados e at  antes do prazo ,4
boa,5
fui buscar o pedido nos correios mas s  constavam   itens   faltou um a ser entregue,1
 timo,5
sempre recebi no prazo mais ainda n o recebi ,2
o pedido  como sempre acontece quando compro no stark  chegou antes do prazo final  produto bem embalado   gostei muito ,5
o produto superou minhas expectativas  chegando antes do prazo ,5
frete absurdamente caro   ,5
fant stico  muito r pido  previs o de chegar em        chegou em      ,5
amei o preduto  ,5
 timo excelente,5
ainda nao usei  ativarei o produto somente apos          e  por essa raz o  ainda nao posso dar a resposta final ,4
o produto   muito mais bonito que na foto,5
produto chegou no prazo porem veio quebrado,2
amei como sempre vem tudo embalado   n o  amostra como  outros loja    super feliz no in cio at  o  recebendo  do  produto nota       ,5
produto atendeu minha expectativa   chegou bem r pido ,5
muito boa,5
demorou muito a chegar  mas n o sei se a culpa foi do vendedor   ,3
produto de qualidade ,5
adorei ,5
as embalagens dos produtos uma vergonha   as lannister devem largar de m o o parceiro com urg ncia  parece ser empresa fundo de quintal ,2
preciso de n meros telefones de contato com o atendimento baratheon ou do vendedor   urgente,1
um dos produtos n o foi entregue  estou no aguardo,2
o produto demorou um pouco a ser entregue  mas por culpa dos correios  a empresa enviou r pido e respondeu minha mensagem rapidamente  o produto veio certinho  lacrado  recomendo a compra ,4
gostei muito do produto serviu certo na minha cama e ficou super bonita,4
i,5
mto bom,5
cartucho colorido n o foi entregue devido  segundo eles  erro de estoque  ,4
chegou antes do prazo  tudo certinho  gostei ,5
recebi o chaveiro na cor bronze  apesar de ter pedido o da cor preta  nas imagens do site  a cor era bem diferente de bronze  era cor escura  n o entendi  a loja tem que ter mais cuidado  ,4
muito bom entrega super r pida ,5
demora de    dias para entrega   qdo e solicitado informa  o sobre o pedido s  recebei emails autom ticos das lojas lannister pedindo prazo e mais prazos para resolver a quest o  foi a pior experi nc,1
produto igual da foto   recomendo  entrega bem antes do previsto  ,5
produto chegou antes do prazo  extremamente como na foto do site  adorei ,5
indicaria esse produto sim porque naao se arrepente,4
o servi o de entrega   feita atrav s dos correios e este apesar de ter sido pega taxa entrega   n o entrega na resid ncia qdo puder ir fazer a retirada na ag  central o produto j  havia sido devolvido,1
compro sempre c vcs   recomendo ,5
excelente site de compra,5
o produto veio aparentemente aberto  digo  incompleto pois falta a parte de traz dele  o que parece ser a bateria  ele conectado no computador  n o funciona ,1
o produto chegou perfeitamente certo e antes do prazo previsto o produto que comprei veio do mesmo jeitinho que vi no site tudo certo ,5
normal,4
tudo ok,5
compra simples entrega no prazo produto especificado correto enfim simples e eficiente,5
produto ficou aqu m das minhas expectativas porque   menor do que eu pensava ser ,4
o vendedor oferece um produto que n o ta em estoque ,2
nao gostei de compra essa loja ,1
entrega ate antes do prazo muito bom,5
excelente,5
entrega r pida ,5
chegou tudo certinho   ,5
ok,5
 timo produto  conforme descri  o e entrega antes do prazo  ,5
meu cachorro comeu meu  culos  mesmo modelo  e encontrei o aqui na lannister com  a entrtega foi super r pida e voltei a enxergar novamente  voltaria a comprar aqui  com certeza ,5
n o gostei pelo motivo de muita demora   comprei meu produto com a cor azul pra depois do pagamento autorizado falar que nao tem ,1
foi a  nica loja onde encontrei o kit completo e montado  mas a pe a veio muito mal embalada  a caixa chegou totalmente rasgada e a ponta do eixo apresenta defeito de fabrica  o que tentaram mascarar ,3
meu produto est  sem no fiscal vou atr s dos meus direitos ,1
ja fiz outras compras e sempre elogiei  dessa vez  ao comprar o produto n o fui notificada de que teria que buscar no correio de outro municipio  se soubesse n o teria comprado  ,1
falta parte do produto,1
observa  o  a caixa de acr lico do produto veio quebrada  oriento aos senhores que acondicionem os produtos em mais plastico bolha ou papel o  pra n o afetar o produto durante a passagem pelos correio,3
gostei muito do produto  chegou no prazo   recomendo ,5
produto muito bom  custo de acordo e servi o de entrega perfeito  s  tenho elogios a fazer a toda a opera  o ,5
produto de qualidade da epson  compra entregue antes do prazo ,5
bom,4
produto entregue no prazo em  timas condi  es e sem nenhum problema  ,5
agrade o muito a entrega r pida   ,4
quando eu receber dou notas melhor,1
produto muito bom  pr tico e  til ,5
produto muito bom   e entrega super r pida    recomendo    ,5
muito bom  chegou antes do prazo,5
muito bom recomendo gostei muito,5
entregue corretamente e antes do prazo  recomendo,4
compra efetuada no dia           com prazo de entrega at  o dia          um prazo j  bastante longo   e hoje          o produto ainda se encontra aguardando nota fiscal  sem previs o de receb  lo ,1
 timo produto   recebi no prazo  super recomendo ,5
a loja targaryen informou que nao possu a o produto em estoque ,4
o perfume n o tem nenhuma fixa  o n o parece original     uso este perfume faz muitos anos e vi que n o   normal s  cheira a  lcool ,1
pedido sendo dado como entregue  sendo que eu ainda nao recebi ,1
insatisfeita apenas em ter tido que ir retirar nas ag ncias dos correios  uma vez que paguei pelo frete  ,3
gostei muito ,5
site super seguro,5
muita demora na entrega ,2
produto bom chegou antes do prazo ,4
a culpa foi dos correios    pena n o termos outra op  o no nosso pa s para envio de encomendas  mas poderiam procurar tambem o setor de cargas das companhias aereas  as vezes sai mais barato ,5
recomendo a entrega foi super r pida e o produto veio de acordo com o pedido  ,5
dentro da expectativa  ainda nao foi instalada ,3
nao   do tam  do tablet q comprei e quero desistir da compra  ja mandei de volta com   dias de recebido e conforme a lei posso cancelar ate   d  mas querem q eu pague o frete  nao cumprem a lei ,2
o produto chegou r pido  por m n o veio o sabor que eu havia escolhido inicialmente  mas o vendedor entrou em contato comigo informando e eu concordei com a troca de sabor  a nf veio com valor errado ,4
mochila linda  e a entrega veio bem antes do prazo   adorei,5
produto entregue antes do prazo,5
bom,5
est  em processo de devolu  o a impressora n o aceitou o cartucho ,5
as medidas que constam no site est o diferentes do produto entregue ,1
o produto que me entregaram veio faltando  a bateria       ma  ,1
so precisam cobrar mais dos correios que est o demorando muito a entrega ,4
meu produto n o veio novo  veio embalado em uma caixa de sapato  ,1
ok,5
agrade o foi bem recebido e r pido parab ns adorei o produto   muito boa gostei  ,5
adquiri no site lannister os cartuchos    xl cian e    xl preto  ambos originais hp nos descritivos     unidades de cada cor  recebi   pacotes  contendo    um  cartucho cian em cada e n o originais ,1
recomendo muito  chegou tudo certo e antes do prazo ,5
as malas parecem ser  timas vou testar em breve,5
veio a base de uma banqueta com avaria   riscos ,3
bom,4
oi s  chegou os tapetes at  agora est  faltando os espelho e os sapinhos est  demorando muito,1
tudo conforme o previsto e combinado  boa qualidade do produto  recomendado  obrigada ,5
falta produtos do pedido  chegou   unid dos   panos de prato e veio somente   unid dos potes de vidro dos   requisitados  falta pote vidro     l e   de pano de prato  solicito provid ncias  obrigada ,1
  a segunda vez q estou comprando  a mercadoria chega antes da data prevista  estou satisfeita com minha compra  ,5
meu produto era pra ter chegado dia         e nao chegou  e nem si quer tive uma resposta da loja que fiz a compra  ,1
ainda n recebi a entrega,2
o produto apresenta defeito de fabrica  o  aguardo ,3
recebi os itens hoje em uma caixa toda rasgada a carretilha toda riscada e a vara n o   a que eu comprei  paguei por uma vara ottoni j lia de      e veio uma vara maruri pintado menor ,1
fiquei muito satisfeito com a minha aquisi  o ,5
sempre compro aqui  porque todo o processo   muito r pido,5
super legal o tapete  poderia ser um pouco mais grossinho  mas est   timo,5
o produto   bem simples  mas cumpre as exig ncias ,3
tudo  timo ,5
 timo produto ,5
loja totalmente confi vel    ,5
seria bom  se n o estivesse vindo com um bot o quebrado ,3
pre o e prazo da entrega satisfat rios ,5
muito ruim  n o recomendo ,1
 pe as n o encaixam para montar a estante   tubo de pvc cortado irregular   ,1
bom produto  mas na imagem n mostra nada no fio  quando o produto chegou tinha o controle de ligar e volume no fio  produto com  udio bom e muito leve  ,4
vou testar,4
o produto n o   aquilo que pensei  parece imita  o bem barata ,2
demora na entrega  ainda n o recebi o produto,2
o produto foi entregue  por m  com o prazo de validade para vencimento em dois dias ap s a entrega  logo  n o conseguiria utilizar totalmente o que comprei  estou aguardando o estorno combinado  ,3
gastei muito,5
depois da demora do produto para minha surpresa n o funcionou ,1
amei o rel gio veio tudo certinho   no prazo certo no jeitinho que eu queria      timo  recomendo   ,5
entrega muito r pida ,5
recebi o produto por m veio com a tela quebrada   ,1
entrega dentro do prazo  produto bem embalado e tudo conforme o an ncio ,5
guarda chuva super pr tico  entrega foi r pida ,5
na minha opini o   deveriam cumprir com prazo de entrega   era pra ser entregue at  dia       e at  hoje nada   se n o est o disposto a cumprir com o combinado apenas   n o determinem um prazo ,1
exatamente como vi no site     gostei,5
produto muito bom eu recomendo ,5
tudo ok  a entrega foi r pida comparando ao prazo informado  ainda n o testei o produto mas est  tudo ok ,4
entrega antes do prazo ,5
recomendo muito obrigado ,5
chegou em dois dias  super r pido ,5
otimo  ,5
comprei dois produtos na loja  uma mochila e cinco bonecos    entretanto  recebi apenas a mochila  al m disso  a entrega toda aparece no site com o status de entregue ,4
produto de boa qualidade  poderia ser um pouquinho mais alta a parte lateral  no geral   bom ,4
excelente produto  apenas os correios que impossibilitaram a agilidade da entrega  mas a loja esta de parab ns   ,5
produto de boa qualidade ,5
na foto do site das lannister   exibida uma foto do cartucho canon original  por m o produto recebido n o   canon  trata se de uma cartucho gen rico de reposi  o ,1
veio com defeito  assim que liguei ela  ela estourou  solicito a troca do produto,2
meu pedido j  passou do prazo e o cara da empresa nem responder minhas mensagens n o responde ,1
tudo  timo ,5
no site tinha informando que tinha a cor que eu pedi  quando realizei a compra disse que n o tinha  pedi o estorno da compra e at  hoje n o devolveram meu donheiro  ,1
muito satisfeita entregaram bem antes do prazo e tudo certinho com o produto  parab ns a lannister com e ao vendedor  se todas as compras fossem assim    seria  timo ,5
obrigada pela aten  o  lojas lannister sempre atenta ao seus consumidor,5
adorei  para minhas necessidades foi ecxelente  ,5
excelente produto e entrega dentro do prazo  recomendo a todos ,5
produto excelente e  tima entrega  parab ns ,5
entregou antes do previsto  minha filha amou o rel gio ,5
produto de qualidade ,5
meu filho amou a mochila  a lannister como sempre entrega antes do prazo  super r pido  super recomendada ,5
foi uma boa compra o produto estava de acordo   ,4
obrigada chegou corretamente ,5
produto e prazo de entrega dentro do combinado ,5
veio uma porcariaaaaa nao vale o pre o que     ,1
pela foto o produto parecia ser imponente e bonito  por m quando chegou o rel gio quase n o coube no meu bra o  pela foto parecia ser lindo mais a realidade era outra ,2
atendimento e qualidade excelente fiquei muito contente com a entrega ,5
produto entregue dentro do prazo e em perfeitas condi  es nota     ,5
mas uma vez a entrega est  demorando muito  at  agora n o tenho nenhuma not cia do meu pacote ,1
tudo ocorreu  como esperado ,5
comprei dois produtos  mas recebi somente um     entrei em contato e ainda n o recebi resposta  ,2
n o obtive nenhuma resposta sobre o cart o stark,4
nao gostei pois demorou muito pra aprovar ,1
otima compra e entrega  ,5
at  agora n o chegou  muito ruim esta loja  n o compro mais  p ssimo ,1
  ,5
entregou antes do prazo  tudo certo ,5
apresentaram um produto que n o tinham no estoque ,1
sem declara  es  apenas retirei a mercadoria no correios ,3
chegou tudo correto  ,5
produto de boa qualidade  chegou antes do previsto  bem embalado e bem identificado ,5
meu produto n o foi entregue ainda ,1
pedi com os bra os rosa por m veio no branco ,1
comprei o produto via telefone  e no ato da compra o produto estava dispon vel  ap s a compra fui notificado que o produto estava em falta  agora estou sem o produto e ele foi creditado na minha fatur,1
o produto at  entao nao chegou nao ,2
a compra foi efetuada de um produto com valor x  a mercadoria recebida foi de um valor bem inferior do que o solicitado  fiquei insatisfeita com a loja pois era um presente que eu iria dar ,1
bom pre o  e boa qualidade  testado pelo inmetro ,5
apesar da demora produto bom,2
gostei muito do produto   e da rapidez da entrega ,3
indico  produtos bons atendimento e entrega excelentes ,5
chegou no prazo e achei excelente o produto,5
chegou antes do esperado  produto   lindo e perfeito ,5
tudo ok   ,5
tudo correto  indico a loja  produto excelente ,5
gostei muito do produto que comprei satisfez todas as minhas expectativas voltarem e indicarei as minhas amigas tamb m  ,5
produto e loja atenderam as minhas expectativas   timo produto  funcionou perfeitamente e chegou antes do prazo ,5
sim,4
obg por entregarem antes da data   foi perfeito  chegou na v spera do dia das crian as    sensacional     parab ns ,5
exelente atendimento e entrega antes do prazo  eu recomendo ,5
otimo trabalho super recomendo ,5
a demora n o foi da empresa foi do correio mercadoria de excelente qualidade recomendo,3
muito bom  recomendo                                                                                                                                                                                    ,5
muito boa  recomendo,4
esperava um rel gio maior  mas tudo bem ,5
ainda nao recebi meu produto n o tenho avaliar ,1
fizeram me espera mais de    dias para dizer que o produto n o viriam  demorou mais de   dias para aprovar uma compra  ja sendo cliente com cart o stark  muita falta de respeito com cliente  ,1
produto   timo  adorei  lindo  sem contar que foi entregue no prazo corretamente xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,5
tudo certo,5
as lumin rias vieram mal embaladas  portanto amassaram  os copinhos que escondem o fio na base n o vieram ,2
produtos excelente ,4
chegou antes do prazo ,5
recomendaria s  que ate o momento estou insatisfeita com a demora na entrega,2
ja mandei o cancelamento e pedido de devolu  o  pois paguei pelo kraken     v  e recebi o kraken     chroma em m dia     reais mais barato,1
produto como eu esperava,5
p ssima loja  cobrou mais de    reais de frete  faz um m s que fiz o pedido e n o entregou o produto,1
p ssima entrega,2
n o recebi,1
excelente produto  recomendo a todos ,5
produto entregue dentro do prazo e com  tima qualidade ,5
produto entregue entes do prazo ,5
recebi o produto dentro do que foi combinado ,5
 timo vendedor  chegou o produto combinado  com  tima qualidade   chegou antes da data prevista ,5
chegou bem antes do prazo de entrega  muito bom gostei ,4
otimo,5
eu gostei   bom produto qualidade boa ,4
ainda n o recebi,1
muito boa loja  produto dentro do esperado ,5
o produto chegou quebrado quero por favor meu dinheiro de volta e o que fa o para devolver o produto ,1
produto de boa qualidade e chegou dentro do prazo    atendeu  s expectativas    recomendo,4
estou satisfeita com a compra ,3
boa entrega,4
foi  timo em tudo,4
produto com defeito  ,1
o produto   exatamente o que eu solicitei e a entrega foi feita antes do combinado  estou satisfeita,5
tudo de bom o produto chegou at  antes da data prevista    indico com certeza pra comprar no site oficial sempre   obrigado pelo servi o de vcs ,5
n o existe rastreamento da mercadoria  pois n o h  atualiza  o da mesma  quando houve foi    dias depois da  ltima atualiza  o  dizendo que  a mercadoria ainda n o havia chegado na unidade ssa ,1
s  quero que a lannister resolva esse problema para mim,1
 tive que retirar no correio  n o achei certo pois paguei o frete    gostaria de saber se vou receber o dinheiro do frete de volta ,2
recebi no prazo certo  recomendo est  loja ,5
simplesmente recebi um produto na cor errada  no modelo errado do comprado  barulho de pe as mi das soltas dentro dele  al m de ter a tens o errada     v   portanto n o veio o produto que foi comprado,1
produto com defeito   preciso trocar  ,1
gostei,3
vende um produto na foto vermelho e manda outro  que por sinal veio de outra marca e na cor verde  totalmente fora do que anuncia no site    nunca mais compra nesta loja ,1
empresa com produtos de  tima qualidade  tudo bem embalado para prote  o no transporte  recomendo,5
fazem   meses a espera do produto  ja entrei em contato mas ainda n o resolveram meu problema  esses parceiros da lannister s o horriveis,1
realmente o produto foi entregue antes do przo solicitado e com o melhor frete e pre o que pesquisei na web  recomendo ,5
 timo produto ,5
primeira vez que comprei nas lannister  n o gostei  demorou muito pra entregar o produto  j  estava desistindo  ,1
apar ncia   de boa qualidade s  esperava que fosse um pouco maior ,4
comprei dois pares de sand lias mais s  recebi um par   em outra compra que fiz mais dois pares de sandalias  rebi mais com os numeros errados pedi numeros das duas       me mandaram    e outra    mai,1
tudo nos conformes,4
o cart o sd apresentou problemas e n o consigo contato  nem com o stark nem com o vendedor  tentei troc  lo e nada  recebi dia            e no dia    tentei a troca e n o consegui  ,3
na recebi o produto  ficou por muito dias emitindo nota fiscal  agora diz que n o tem no estoque  ,1
eu comprei um trilho de mesa colorido em algod o  foi me enviado um trapo de pl stico parecendo uma pista de avi o  j  reclamei ao stark e at  agora n o tive nenhum retorno ,1
recebi o produto bem antes do prazo previsto    mas veio faltando   parafusos da cadeira ,3
produto n o entregue,1
comprei   unidades e recebi apenas   ,1
comprei o produtos ha mais de    dias e at  agora nada  nunca mais irei usar este shop time  muito menos este vendedor,1
produto chegou super r pido    tudo certo com a mercadoria ,5
recebi a mascara mas de outra cor  infelizmente n o pude fazer a troca pois j  tinha jogado a nota fiscal fora,1
produto conforme o anuncio adorei o tamanho   muito bom chegou antes do prazo,5
entrega em atraso  n o recomendo ,1
comprei os dois rel gios  um prata da euro e um rose da euro e s  foi entregue o prata   eu esperando achando que iriam entregar depois e agora vi que o c d de rastreio era o mesmo como entregue ,1
comprei e n o recebi o produto ,1
entrega como combinado   ,4
excelente produto e entrega no prazo ,5
at  o momento  recebi apenas   dos itens  adesivo de parede infantil bebe safari zoo   apesar dos   itens serem da mesma loja  como ainda est  dentro do prazo  espero receber o outro item at  l  ,1
 ,4
ja comprei   vezes e super recomendo ,5
recomendo,3
produto incompat vel com o note book acer aspire f    f     g  g ,1
demorou muito pra entregar ,1
gosto dos produtos muito bons,5
produto bom  chegou no prazo ,4
ainda n o usei mas chegou no prazo combinado,5
adorei    excelente qualidade e custo  benef cio ,5
veio com defeito,3
gosto muito de comprar pela loja on line recebo tudo que pe o  ,5
n o abri ainda pois   para presentear  mas parece que est  tudo ok  ,5
recomendo  a mercadoria chegou muito antes do previsto  ,5
preciso fazer a troca e n o tem ningu m que me d  o suporte para me auxiliar   no site n o estou conseguindo ,1
estou aguardando o produto chegar,1
adorei o produto   foi entregue antes da data    ,5
recomendo  timo produto,5
muito bom  est  ajudando muito meu filho   recomendo ,5
n o tinha o produto na cor mostrada no site  demora em comunicar isso e perguntar sobre a possibilidade de outra cor  produto ainda n o entregue ,1
segunda compra com esta empresa  muito bom o produto e o prazo de entrega sempre antecipado  muito obrigado ,5
produto nao chegou at  agora  uma vergonha   n o recomendo  ,1
o jogo de bolas de bilhar que comprei   totalmente diferente do que foi entregue  sendo diferente  a cor  material e di metro da bola  quanto ao recebimento do dinheiro de volta  como devo proceder ,1
muito bom ,5
nao recebi o produto que pedi  o que veio foi um pouco de creme em um pote de plastico,1
produto igual ao descrito no site   fiquei satisfeita,5
como sempre  entrega r pida  produto de qualidade  bem embalado e em perfeito estado ,5
os detalhes do produto e o acompanhamento da entrega deixam a desejar  ,3
muito mau empacotada  fita direto na caixa da boneca  como   para presente  vai ficar muito feio   a garantia estendida que comprei por mais um ano tamb m n o recebi  estou no aguardo dela   grato  ,3
obrigada     ,5
produto de  tima qualidade   fiquei muito satisfeita  e a entrega foi super r pida como sempre  ,5
fui muito satisfeita  entrega r pida  como precisava nota    pra baratheon  ,5
comprei   transformadores  paguei     reais de frete  pra o produto vim pelos correios  a  j  viu  recebi em casa um comunicado dos correios  pra ir retirar os produtos  a  paguei   e recebi    ,1
no momento atendendo as minhas necessidades ,5
entrega r pida dentro do esperado,5
tive que buscar a encomenda na agencia dos correios tive despesas n o previstas  n o entraram em contato por telefone como os outros sistemas de entregas o fazem ,2
produto conforme enunciado  s  a caixa que poderia ser mais resistente  estava meio amassada  mas tudo ok ,5
ja uso esses pneus a algum tempo   mas com esse pre o otimo q encontrei no site stark ficou melhor ainda   super recomendo e comprarei sempre q precisar,5
n o recebi,2
obrigada pelo atendimento ,5
muito bom,5
o produto ainda n o foi entregue  recebi a mensagem de que houve dificuldade na entrega,1
recebi o produto correto dentro do prazo,5
bom,5
muito bom,4
o produto veio errado  isso acontece,5
produto de m  qualidade  de material fr gil e diferente daquele ofertado   n o   sequer robusto e apresenta falhas na fabrica  o  como fa o para devolver ,1
